学期id,新学期课程序号,课程代码,课程名称,课程教师,平均分,最高分,最低分,预测人数,实际人数,90-100比例,80-89.9比例,70-79.9比例,60-69.9比例,0-59.9比例
602,0139	,b0023008,细胞分子与生命,朱剑明,85.9,95,18,48,48,41.7%,54.2%,2.1%,0%,2.1%
622,0142	,b0023011,生活中的经济学,余垠,83.7,91,77,18,18,11.1%,77.8%,11.1%,0%,0%
622,0142	,b0023011,生活中的经济学,余垠,84.1,93,74,30,30,0%,43.3%,56.7%,0%,0%
602,0142	,b0023011,生活中的经济学,余垠,84.6,96,69,38,36,8.3%,38.9%,33.3%,19.4%,0%
562,0142	,b0023011,生活中的经济学,余垠,81.7,95,60,51,49,2%,34.7%,38.8%,24.5%,0%
622,0144	,b0023013,古代名著中的现代企业精神,陈实,91.6,98,77,28,27,92.6%,7.4%,0%,0%,0%
602,0144	,b0023013,古代名著中的现代企业精神,陈实,90.4,98,83,50,50,70%,30%,0%,0%,0%
602,0144	,b0023013,古代名著中的现代企业精神,陈实,88.9,97,80,79,79,59.5%,39.2%,1.3%,0%,0%
602,0144	,b0023013,古代名著中的现代企业精神,陈实,88.9,98,60,76,72,66.7%,27.8%,1.4%,4.2%,0%
622,0145	,b0023014,哲学思辨,姜涛,83,99,14,64,63,39.7%,57.1%,1.6%,0%,1.6%
622,0145	,b0023014,哲学思辨,姜涛,82.5,95,50,60,60,23.3%,58.3%,16.7%,1.7%,0%
622,0145	,b0023014,哲学思辨,姜涛,79,95,45,61,61,32.8%,59%,4.9%,3.3%,0%
622,0333	,b2041094,设计表现技法,徐乔健,74.2,90,42,23,23,4.3%,39.1%,26.1%,8.7%,21.7%
622,0333	,b2041094,设计表现技法,徐乔健,76,90,47,23,23,8.7%,52.2%,17.4%,17.4%,4.3%
562,0333	,b2041094,设计表现技法,徐乔健,63.3,82,32,23,23,0%,8.7%,13%,34.8%,43.5%
562,0333	,b2041094,设计表现技法,徐乔健,77.8,93,63,21,21,9.5%,38.1%,33.3%,19%,0%
622,0148	,g0061008,Flash动画制作,李可丰,74,98,60,49,41,2.4%,29.3%,39%,29.3%,0%
602,0148	,g0061008,Flash动画制作,李可丰,73.7,94,60,31,27,3.7%,25.9%,40.7%,29.6%,0%
562,0148	,g0061008,Flash动画制作,李可丰,76.2,92,60,82,78,11.5%,34.6%,19.2%,34.6%,0%
561,0148	,g0061008,Flash动画制作,李可丰,69,90,21,33,32,3.1%,12.5%,40.6%,37.5%,6.2%
622,0151	,g0061017,团体心理辅导,马爽,85.8,99,0,76,76,25%,72.4%,0%,0%,2.6%
561,0151	,g0061017,团体心理辅导,马爽,84,95,0,40,40,32.5%,52.5%,12.5%,0%,2.5%
622,1113	,b2012084,数据结构与算法,贺海晖,69.2,88,29,34,28,0%,14.3%,7.1%,35.7%,42.9%
562,1113	,b2012084,数据结构与算法,贺海晖,62.5,90,31,91,91,0%,4.4%,20.9%,15.4%,59.3%
622,0161	,g0062023,《高等数学》基础C,王斌,80.4,91,46,22,22,40.9%,27.3%,18.2%,0%,13.6%
622,0923	,b2011049,工程力学I,李健,56.2,86,28,36,33,0%,3%,3%,9.1%,84.8%
622,0923	,b2011049,工程力学I,李健,54.9,96,25,83,80,1.2%,8.8%,10%,5%,75%
622,0923	,b2011049,工程力学I,李健,48.5,66,31,2,2,0%,0%,0%,50%,50%
602,0923	,b2011049,工程力学I,李健,59,91,35,71,70,0%,2.9%,4.3%,7.1%,85.7%
561,0923	,b2011049,工程力学I,李健,64.6,93,40,88,86,1.2%,4.7%,4.7%,15.1%,74.4%
622,1095	,b2012046,计算机组成原理,李斌,79.2,92,48,38,36,11.1%,38.9%,30.6%,11.1%,8.3%
622,1095	,b2012046,计算机组成原理,李斌,62.1,81,33,86,83,0%,0%,4.8%,19.3%,75.9%
562,1095	,b2012046,计算机组成原理,李斌,70.7,93,36,91,90,2.2%,6.7%,34.4%,16.7%,40%
622,0147	,b0023017,西方哲学名著导读,张璐,77.5,100,53,59,58,39.7%,20.7%,25.9%,5.2%,8.6%
622,0147	,b0023017,西方哲学名著导读,张璐,73.8,100,35,59,58,28.8%,23.7%,27.1%,8.5%,11.9%
622,0147	,b0023017,西方哲学名著导读,张璐,77.6,100,45,61,61,34.4%,23%,8.2%,18%,16.4%
622,1645	,g2062210,影响力与人际沟通,外教英,93.1,100,66,36,36,91.7%,0%,5.6%,2.8%,0%
622,0855	,b1080003,思想道德修养与法律基础,王道红,84.9,92,67,121,117,39.3%,47.9%,11.1%,1.7%,0%
622,0855	,b1080003,思想道德修养与法律基础,王道红,84,92,40,130,129,26.4%,54.3%,15.5%,3.1%,0.8%
602,0855	,b1080003,思想道德修养与法律基础,王道红,81.4,89,61,138,138,1.4%,41.3%,50.7%,6.5%,0%
602,0855	,b1080003,思想道德修养与法律基础,王道红,84.5,91,63,139,137,19%,65%,13.9%,2.2%,0%
602,0855	,b1080003,思想道德修养与法律基础,王道红,81.4,87,50,122,122,1.6%,57.4%,36.9%,3.3%,0.8%
622,0651	,b1080003,思想道德修养与法律基础,李敏,84,93,69,139,137,24.1%,55.5%,18.2%,1.5%,0.7%
622,0651	,b1080003,思想道德修养与法律基础,李敏,82.4,92,52,67,67,11.9%,58.2%,17.9%,10.4%,1.5%
562,0651	,b1080003,思想道德修养与法律基础,李敏,80.6,93,64,115,113,8%,31.9%,41.6%,13.3%,5.3%
562,0651	,b1080003,思想道德修养与法律基础,李敏,84.1,95,71,130,130,18.5%,56.9%,20.8%,3.8%,0%
561,0651	,b1080003,思想道德修养与法律基础,李敏,82.3,91,66,142,140,15%,54.3%,16.4%,10%,4.3%
561,0651	,b1080003,思想道德修养与法律基础,李敏,81.9,92,59,107,106,24.5%,41.5%,22.6%,8.5%,2.8%
561,0651	,b1080003,思想道德修养与法律基础,李敏,82.6,94,57,143,143,18.9%,51.7%,17.5%,8.4%,3.5%
622,0802	,g1080001,思想道德修养与法律基础,王道红,82.1,91,56,72,71,16.9%,56.3%,8.5%,14.1%,4.2%
622,0802	,g1080001,思想道德修养与法律基础,王道红,83.7,91,60,119,119,31.1%,48.7%,19.3%,0.8%,0%
602,0802	,g1080001,思想道德修养与法律基础,王道红,80.4,89,57,50,50,12%,46%,22%,12%,8%
622,0641	,b1080003,思想道德修养与法律基础,王世华,83.5,93,0,98,98,23.5%,52%,21.4%,2%,1%
602,0641	,b1080003,思想道德修养与法律基础,王世华,86,91,79,124,124,23.4%,63.7%,11.3%,1.6%,0%
602,0641	,b1080003,思想道德修养与法律基础,王世华,85,92,76,136,135,11.1%,70.4%,17.8%,0.7%,0%
602,0641	,b1080003,思想道德修养与法律基础,王世华,84.4,93,72,140,140,17.9%,56.4%,22.1%,3.6%,0%
562,0641	,b1080003,思想道德修养与法律基础,王世华,85.5,95,69,93,93,32.3%,44.1%,18.3%,5.4%,0%
562,0641	,b1080003,思想道德修养与法律基础,王世华,84.2,95,74,141,138,10.1%,57.2%,26.8%,5.8%,0%
561,0641	,b1080003,思想道德修养与法律基础,王世华,84.2,94,67,145,142,26.8%,45.1%,21.1%,5.6%,1.4%
561,0641	,b1080003,思想道德修养与法律基础,王世华,85.6,93,69,137,137,32.8%,47.4%,16.1%,2.2%,1.5%
622,0801	,g1080001,思想道德修养与法律基础,王世华,84.7,95,30,100,100,39%,46%,8%,6%,1%
561,0801	,g1080001,思想道德修养与法律基础,王世华,83.6,94,67,141,140,22.1%,43.6%,25%,9.3%,0%
622,0859	,b1080003,思想道德修养与法律基础,张冬冬,84.7,94,0,123,123,21.1%,54.5%,17.9%,4.1%,2.4%
562,0859	,b1080003,思想道德修养与法律基础,张冬冬,85.2,94,57,131,131,34.4%,45.8%,14.5%,3.8%,1.5%
562,0859	,b1080003,思想道德修养与法律基础,张冬冬,85.7,95,71,139,138,31.9%,49.3%,14.5%,4.3%,0%
561,0859	,b1080003,思想道德修养与法律基础,张冬冬,84.8,95,67,145,145,24.8%,44.8%,25.5%,3.4%,1.4%
561,0859	,b1080003,思想道德修养与法律基础,张冬冬,84.6,93,70,132,132,23.5%,39.4%,26.5%,9.1%,1.5%
622,0853	,b1080003,思想道德修养与法律基础,岳洪群,83.2,91,67,138,138,12.3%,58%,23.9%,4.3%,1.4%
622,0853	,b1080003,思想道德修养与法律基础,岳洪群,82.9,89,72,138,138,9.4%,68.8%,21%,0.7%,0%
602,0853	,b1080003,思想道德修养与法律基础,岳洪群,83.2,92,68,131,129,3.9%,54.3%,38.8%,2.3%,0.8%
602,0853	,b1080003,思想道德修养与法律基础,岳洪群,82.9,89,66,129,129,3.1%,51.9%,38.8%,2.3%,3.9%
562,0853	,b1080003,思想道德修养与法律基础,岳洪群,82.5,94,73,23,22,9.1%,22.7%,45.5%,22.7%,0%
562,0853	,b1080003,思想道德修养与法律基础,岳洪群,82.4,96,53,130,127,7.1%,36.2%,40.9%,12.6%,3.1%
561,0853	,b1080003,思想道德修养与法律基础,岳洪群,83.6,94,59,99,99,20.2%,40.4%,23.2%,16.2%,0%
561,0853	,b1080003,思想道德修养与法律基础,岳洪群,83.5,93,51,142,141,23.4%,43.3%,19.9%,7.8%,5.7%
622,0697	,b1080001,马克思主义基本原理,虞霞静,85.7,95,63,130,130,26.9%,46.9%,12.3%,7.7%,6.2%
622,0697	,b1080001,马克思主义基本原理,虞霞静,84.8,95,61,130,130,26.2%,39.2%,17.7%,10.8%,6.2%
622,0697	,b1080001,马克思主义基本原理,虞霞静,83.3,94,55,129,128,20.3%,34.4%,22.7%,12.5%,10.2%
602,0697	,b1080001,马克思主义基本原理,虞霞静,80.6,96,24,124,124,11.3%,26.6%,23.4%,19.4%,19.4%
602,0697	,b1080001,马克思主义基本原理,虞霞静,81.5,97,65,105,104,21.2%,13.5%,20.2%,25%,20.2%
602,0697	,b1080001,马克思主义基本原理,虞霞静,82.8,96,63,116,116,15.5%,31.9%,16.4%,22.4%,13.8%
602,0697	,b1080001,马克思主义基本原理,虞霞静,82.8,97,28,118,117,26.5%,28.2%,16.2%,11.1%,17.9%
562,0697	,b1080001,马克思主义基本原理,虞霞静,78,94,50,142,141,10.6%,15.6%,27%,18.4%,28.4%
562,0697	,b1080001,马克思主义基本原理,虞霞静,81.2,95,38,150,150,17.3%,22.7%,25.3%,18.7%,16%
562,0697	,b1080001,马克思主义基本原理,虞霞静,80.7,94,54,146,146,16.4%,33.6%,15.8%,13%,21.2%
561,0697	,b1080001,马克思主义基本原理,虞霞静,78,93,54,143,142,9.2%,19%,25.4%,20.4%,26.1%
561,0697	,b1080001,马克思主义基本原理,虞霞静,79.9,95,56,142,142,9.9%,26.1%,18.3%,21.1%,24.6%
561,0697	,b1080001,马克思主义基本原理,虞霞静,76.7,90,60,143,142,2.1%,13.4%,24.6%,30.3%,29.6%
622,0623	,b1080001,马克思主义基本原理,肖春燕,80.5,95,56,93,92,8.7%,44.6%,32.6%,7.6%,6.5%
622,0623	,b1080001,马克思主义基本原理,肖春燕,85.8,96,66,123,123,28.5%,42.3%,17.9%,8.9%,2.4%
602,0623	,b1080001,马克思主义基本原理,肖春燕,77,94,53,102,100,4%,17%,22%,28%,29%
602,0623	,b1080001,马克思主义基本原理,肖春燕,76.4,94,49,130,129,3.9%,17.1%,24%,37.2%,17.8%
602,0623	,b1080001,马克思主义基本原理,肖春燕,77.5,92,60,128,126,3.2%,15.1%,31.7%,31.7%,18.3%
602,0623	,b1080001,马克思主义基本原理,肖春燕,77.4,93,47,132,131,1.5%,17.6%,31.3%,31.3%,18.3%
562,0623	,b1080001,马克思主义基本原理,肖春燕,72.7,93,34,139,136,8.1%,10.3%,20.6%,22.8%,38.2%
562,0623	,b1080001,马克思主义基本原理,肖春燕,74.5,91,43,143,142,0%,10.6%,32.4%,31.7%,25.4%
561,0623	,b1080001,马克思主义基本原理,肖春燕,76.6,93,60,142,142,4.9%,22.5%,28.9%,23.9%,19.7%
561,0623	,b1080001,马克思主义基本原理,肖春燕,75.9,96,35,144,144,8.3%,25%,26.4%,24.3%,16%
561,0623	,b1080001,马克思主义基本原理,肖春燕,77.4,96,44,147,146,4.1%,20.5%,37%,21.2%,17.1%
622,0621	,b1080001,马克思主义基本原理,王永章,82.1,92,53,130,129,14%,55.8%,20.9%,8.5%,0.8%
602,0621	,b1080001,马克思主义基本原理,王永章,83.4,94,61,120,119,15.1%,42.9%,29.4%,10.9%,1.7%
561,0621	,b1080001,马克思主义基本原理,王永章,82.4,95,60,142,141,10.6%,39%,34.8%,12.8%,2.8%
561,0621	,b1080001,马克思主义基本原理,王永章,83.3,93,64,143,142,11.3%,50%,25.4%,10.6%,2.8%
622,1358	,b2030081,金融学,汤继平,74.2,92,53,73,72,0%,16.7%,29.2%,33.3%,20.8%
602,1358	,b2030081,金融学,汤继平,74.7,97,50,90,90,2.2%,11.1%,32.2%,25.6%,28.9%
562,1358	,b2030081,金融学,汤继平,77.6,97,53,75,74,6.8%,29.7%,24.3%,23%,16.2%
561,1358	,b2030081,金融学,汤继平,75.7,99,41,102,100,2%,24%,38%,21%,15%
622,1356	,b2030081,金融学,叶尔肯拜·苏琴,79.6,94,50,67,64,1.6%,12.5%,48.4%,20.3%,17.2%
622,1356	,b2030081,金融学,叶尔肯拜·苏琴,77,77,77,1,1,0%,0%,0%,100%,0%
602,1356	,b2030081,金融学,叶尔肯拜·苏琴,76.8,96,50,88,84,7.1%,20.2%,16.7%,26.2%,29.8%
562,1356	,b2030081,金融学,叶尔肯拜·苏琴,80.5,97,43,42,41,9.8%,29.3%,26.8%,17.1%,17.1%
622,1360	,b2030082,经济法,秦宝燕,69,91,49,64,64,0%,3.1%,17.2%,21.9%,57.8%
622,1360	,b2030082,经济法,秦宝燕,70,94,49,70,70,1.4%,5.7%,10%,30%,52.9%
622,1360	,b2030082,经济法,秦宝燕,41,67,15,2,2,0%,0%,0%,0%,100%
602,1360	,b2030082,经济法,秦宝燕,64.6,90,41,75,68,0%,2.9%,8.8%,22.1%,66.2%
602,1360	,b2030082,经济法,秦宝燕,69.6,87,51,93,91,0%,3.3%,16.5%,23.1%,57.1%
562,1360	,b2030082,经济法,秦宝燕,69.7,96,40,136,136,1.5%,9.6%,11%,21.3%,56.6%
561,1360	,b2030082,经济法,秦宝燕,71.8,91,45,123,122,0%,4.9%,13.9%,36.1%,45.1%
622,1362	,b2030082,经济法,于彤,67.1,89,40,70,69,0%,4.3%,18.8%,21.7%,55.1%
622,1362	,b2030082,经济法,于彤,66.8,85,46,42,42,0%,4.8%,16.7%,31%,47.6%
622,1362	,b2030082,经济法,于彤,85.5,90,81,2,2,0%,50%,50%,0%,0%
602,1362	,b2030082,经济法,于彤,65,86,7,98,96,0%,3.1%,14.6%,19.8%,62.5%
602,1362	,b2030082,经济法,于彤,65.8,83,38,91,90,0%,0%,18.9%,14.4%,66.7%
562,1362	,b2030082,经济法,于彤,65.1,91,35,132,131,0%,6.1%,9.2%,32.1%,52.7%
561,1362	,b2030082,经济法,于彤,70.1,92,37,95,95,2.1%,10.5%,16.8%,28.4%,42.1%
622,1400	,b2030145,西方经济学,李军,68.3,93,42,60,59,1.7%,3.4%,23.7%,20.3%,50.8%
622,1400	,b2030145,西方经济学,李军,71.6,87,63,5,5,0%,20%,0%,40%,40%
562,1400	,b2030145,西方经济学,李军,65.2,91,38,85,85,0%,3.5%,14.1%,24.7%,57.6%
622,1396	,b2030145,西方经济学,郑国姣,65.6,91,41,87,85,3.5%,2.4%,15.3%,14.1%,64.7%
622,1396	,b2030145,西方经济学,郑国姣,27,27,27,1,1,0%,0%,0%,0%,100%
562,1396	,b2030145,西方经济学,郑国姣,65,90,39,113,113,0%,8.8%,11.5%,18.6%,61.1%
622,1397	,b2030145,西方经济学,贺书锋,72.1,98,34,37,37,18.9%,5.4%,8.1%,29.7%,37.8%
622,1397	,b2030145,西方经济学,贺书锋,76,86,66,2,2,0%,0%,0%,50%,50%
622,1792	,b2030159,应用统计学,王婉薇,73.7,94,0,93,92,5.4%,16.3%,38%,22.8%,17.4%
622,1792	,b2030159,应用统计学,王婉薇,88,88,88,1,1,0%,100%,0%,0%,0%
562,1792	,b2030159,应用统计学,王婉薇,72.9,98,32,105,101,2%,22.8%,27.7%,23.8%,23.8%
561,1792	,b2030159,应用统计学,王婉薇,68.5,91,32,100,95,0%,10.5%,23.2%,31.6%,34.7%
622,1407	,b2030159,应用统计学,田金梅,74.4,90,54,88,82,0%,19.5%,35.4%,23.2%,22%
622,1407	,b2030159,应用统计学,田金梅,78,96,38,94,92,14.1%,22.8%,28.3%,20.7%,14.1%
622,1407	,b2030159,应用统计学,田金梅,70.5,73,68,2,2,0%,0%,50%,50%,0%
602,1407	,b2030159,应用统计学,田金梅,66.7,89,34,95,93,0%,4.3%,20.4%,24.7%,50.5%
562,1407	,b2030159,应用统计学,田金梅,67.6,88,36,92,90,0%,7.8%,15.6%,31.1%,45.6%
562,1407	,b2030159,应用统计学,田金梅,66.6,90,31,96,96,0%,5.2%,13.5%,39.6%,41.7%
561,1407	,b2030159,应用统计学,田金梅,65.9,85,39,90,89,0%,1.1%,12.4%,32.6%,53.9%
622,1414	,b2030159,应用统计学,陈志刚,76.4,96,38,90,90,4.4%,14.4%,30%,22.2%,28.9%
562,1414	,b2030159,应用统计学,陈志刚,77.5,93,40,99,99,3%,24.2%,29.3%,24.2%,19.2%
622,1409	,b2030159,应用统计学,邵洲洲,70.3,95,22,48,46,2.2%,21.7%,13%,19.6%,43.5%
622,1409	,b2030159,应用统计学,邵洲洲,62,62,62,2,2,0%,0%,0%,0%,100%
622,0175	,b1020002,通用英语II,蔡颖华,66.1,84,28,50,49,0%,2%,24.5%,24.5%,49%
622,0175	,b1020002,通用英语II,蔡颖华,62.4,82,35,46,45,0%,0%,11.1%,31.1%,57.8%
562,0175	,b1020002,通用英语II,蔡颖华,59.4,82,25,34,34,0%,0%,11.8%,11.8%,76.5%
562,0175	,b1020002,通用英语II,蔡颖华,52.6,78,11,42,38,0%,0%,2.6%,13.2%,84.2%
622,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,84.2,92,63,88,85,1.2%,44.7%,43.5%,9.4%,1.2%
622,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,84.6,96,70,140,138,5.1%,47.1%,38.4%,7.2%,2.2%
622,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,84.3,92,70,139,137,5.8%,51.1%,35%,5.8%,2.2%
622,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,83.7,94,61,143,142,6.3%,40.1%,38.7%,9.9%,4.9%
562,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,79.8,91,48,135,134,0%,29.1%,29.1%,26.1%,15.7%
562,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,80.7,94,51,138,137,2.2%,25.5%,35%,24.1%,13.1%
562,0704	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,胡美新,78.8,93,42,110,108,0.9%,18.5%,30.6%,25%,25%
622,0869	,b1020004,通用英语IV,刘青青,69.4,85,22,45,45,0%,8.9%,17.8%,42.2%,31.1%
622,0869	,b1020004,通用英语IV,刘青青,69.8,92,29,45,44,2.3%,4.5%,38.6%,13.6%,40.9%
562,0869	,b1020004,通用英语IV,刘青青,70.7,89,32,38,38,2.6%,10.5%,31.6%,21.1%,34.2%
622,0367	,b2021009,高级英语II,洪世松,73.9,89,60,29,28,0%,14.3%,32.1%,42.9%,10.7%
622,0367	,b2021009,高级英语II,洪世松,77,86,64,18,17,0%,23.5%,35.3%,41.2%,0%
602,0367	,b2021009,高级英语II,洪世松,65.5,71,60,2,2,0%,0%,50%,50%,0%
562,0367	,b2021009,高级英语II,洪世松,71.7,82,55,26,23,0%,8.7%,39.1%,34.8%,17.4%
562,0367	,b2021009,高级英语II,洪世松,71.1,89,54,26,25,4%,0%,36%,44%,16%
622,0976	,b2011120,数控机床与编程,魏双羽,73.5,99,26,49,48,8.3%,25%,22.9%,10.4%,33.3%
622,0976	,b2011120,数控机床与编程,魏双羽,79.6,97,39,39,39,12.8%,41%,20.5%,12.8%,12.8%
622,0976	,b2011120,数控机床与编程,魏双羽,77.5,93,61,6,6,16.7%,16.7%,33.3%,16.7%,16.7%
562,0976	,b2011120,数控机床与编程,魏双羽,79.5,96,30,70,69,31.9%,23.2%,15.9%,14.5%,14.5%
622,0957	,b2011081,机械制造技术,王文霞,65.4,83,32,40,39,0%,0%,10.3%,23.1%,66.7%
622,0957	,b2011081,机械制造技术,王文霞,69.7,84,45,26,23,0%,4.3%,17.4%,43.5%,34.8%
622,0957	,b2011081,机械制造技术,王文霞,52.6,80,36,38,34,0%,0%,2.9%,2.9%,94.1%
622,0957	,b2011081,机械制造技术,王文霞,68.5,73,64,2,2,0%,0%,50%,0%,50%
562,0957	,b2011081,机械制造技术,王文霞,65.1,90,27,60,58,0%,10.3%,19%,27.6%,43.1%
562,0957	,b2011081,机械制造技术,王文霞,64.5,93,27,56,55,3.6%,7.3%,21.8%,21.8%,45.5%
622,0262	,b1100007,形势与政策（模块2）,刘文,87.5,92,86,87,81,8.6%,91.4%,0%,0%,0%
622,0262	,b1100007,形势与政策（模块2）,刘文,87.3,91,86,85,84,10.7%,89.3%,0%,0%,0%
622,0262	,b1100007,形势与政策（模块2）,刘文,87.3,94,85,88,83,10.8%,89.2%,0%,0%,0%
622,0262	,b1100007,形势与政策（模块2）,刘文,87.6,91,83,88,87,5.7%,94.3%,0%,0%,0%
622,0262	,b1100007,形势与政策（模块2）,刘文,87.3,91,80,87,83,1.2%,98.8%,0%,0%,0%
622,0262	,b1100007,形势与政策（模块2）,刘文,87,87,87,3,3,0%,100%,0%,0%,0%
562,0262	,b1100007,形势与政策（模块2）,刘文,86.1,96,71,82,79,7.6%,89.9%,1.3%,1.3%,0%
562,0262	,b1100007,形势与政策（模块2）,刘文,84.8,91,68,85,83,6%,92.8%,0%,1.2%,0%
562,0262	,b1100007,形势与政策（模块2）,刘文,85.9,91,68,82,81,11.1%,87.7%,0%,1.2%,0%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,87.6,93,26,85,85,22.4%,75.3%,1.2%,0%,1.2%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,87.8,91,26,86,86,23.3%,75.6%,0%,0%,1.2%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,87.7,91,26,85,85,22.4%,76.5%,0%,0%,1.2%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,88.6,91,86,88,88,27.3%,72.7%,0%,0%,0%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,84,91,26,88,88,15.9%,78.4%,0%,0%,5.7%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,85.4,91,26,87,87,6.9%,90.8%,0%,0%,2.3%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,85.1,90,26,86,86,2.3%,93%,1.2%,0%,3.5%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,86.3,91,81,88,88,6.8%,90.9%,2.3%,0%,0%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,83.9,91,26,87,87,11.5%,82.8%,0%,0%,5.7%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,84.6,89,26,86,86,12.8%,82.6%,0%,0%,4.7%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,86.2,91,26,90,90,12.2%,85.6%,0%,0%,2.2%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,84.3,91,26,89,89,10.1%,84.3%,0%,0%,5.6%
622,0266	,b1100007,形势与政策（模块2）,张冬冬,86.3,90,82,7,7,28.6%,71.4%,0%,0%,0%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.3,93,0,80,80,17.5%,73.8%,3.8%,3.8%,1.2%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.9,95,26,85,85,16.5%,76.5%,3.5%,0%,3.5%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,83.7,95,18,81,81,8.6%,84%,2.5%,0%,4.9%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,86.7,94,76,86,86,7%,89.5%,3.5%,0%,0%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,83.2,91,0,80,80,1.2%,93.8%,1.2%,0%,3.8%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.6,92,0,84,84,9.5%,85.7%,2.4%,0%,2.4%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,85.5,92,26,81,81,7.4%,88.9%,2.5%,0%,1.2%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.6,93,26,81,81,6.2%,92.6%,0%,0%,1.2%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.1,92,0,80,80,2.5%,93.8%,1.2%,0%,2.5%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,82.6,92,0,82,82,4.9%,90.2%,0%,0%,4.9%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.6,91,26,87,87,5.7%,92%,0%,1.1%,1.1%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,84.1,95,26,80,80,13.8%,76.2%,3.8%,5%,1.2%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,81,92,0,87,87,6.9%,85.1%,1.1%,0%,6.9%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,82.3,93,0,79,78,7.7%,79.5%,6.4%,1.3%,5.1%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,77.6,91,0,84,84,8.3%,73.8%,6%,0%,11.9%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,83,92,26,79,79,2.5%,92.4%,0%,0%,5.1%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,85.3,92,51,80,80,6.2%,90%,2.5%,0%,1.2%
562,0266	,b1100007,形势与政策（模块2）,张冬冬,80.8,92,0,81,81,3.7%,88.9%,1.2%,0%,6.2%
622,0820	,b1100008,形势与政策（模块3）,颜妮,85.7,93,24,43,43,18.6%,79.1%,0%,0%,2.3%
622,0820	,b1100008,形势与政策（模块3）,颜妮,86.1,94,26,82,82,12.2%,84.1%,0%,1.2%,2.4%
622,0803	,b1100008,形势与政策（模块3）,张纪花,81.3,90,0,77,77,5.2%,68.8%,19.5%,5.2%,1.3%
622,0803	,b1100008,形势与政策（模块3）,张纪花,83.2,90,73,80,80,8.8%,72.5%,17.5%,1.2%,0%
622,0807	,b1100008,形势与政策（模块3）,刘柱,82.8,98,27,42,40,35%,50%,10%,2.5%,2.5%
622,0807	,b1100008,形势与政策（模块3）,刘柱,86,94,60,80,78,17.9%,76.9%,1.3%,2.6%,1.3%
561,0807	,b1100008,形势与政策（模块3）,刘柱,80.5,95,70,80,80,15%,47.5%,32.5%,5%,0%
622,0808	,b1100008,形势与政策（模块3）,王雪俏,79.3,93,60,83,83,20.5%,42.2%,25.3%,12%,0%
622,0808	,b1100008,形势与政策（模块3）,王雪俏,81.1,93,66,79,79,11.4%,78.5%,7.6%,2.5%,0%
602,0808	,b1100008,形势与政策（模块3）,王雪俏,87.6,97,70,85,85,45.9%,48.2%,5.9%,0%,0%
622,0810	,b1100008,形势与政策（模块3）,董弋欧,87,98,76,45,45,28.9%,62.2%,8.9%,0%,0%
622,0810	,b1100008,形势与政策（模块3）,董弋欧,86.8,98,80,80,80,21.2%,72.5%,6.2%,0%,0%
602,0810	,b1100008,形势与政策（模块3）,董弋欧,84.6,99,0,89,89,15.7%,59.6%,23.6%,0%,1.1%
562,0810	,b1100008,形势与政策（模块3）,董弋欧,86,94,73,79,75,16%,69.3%,14.7%,0%,0%
562,0810	,b1100008,形势与政策（模块3）,董弋欧,85.6,94,73,84,80,12.5%,67.5%,17.5%,2.5%,0%
562,0810	,b1100008,形势与政策（模块3）,董弋欧,85.7,96,78,18,18,11.1%,72.2%,16.7%,0%,0%
